PCA1,PCA2,cluster
-3.3511134406779304,0.4292818914986797,1
-3.2973326084993047,-2.269855933175258,1
-2.9652066036927405,-4.960476913155197,3
-2.8388750306968364,0.004081063974116146,1
-2.6296617549739003,0.4772103293958489,1
-3.242652948385467,0.49243103939930616,1
-3.2370278425561754,0.23631644852211395,1
-3.1533739994632106,0.6457904584963626,1
-3.2004051301234644,0.4533637237977716,1
-3.0945522472904874,-2.4643378356651118,1
-2.8359706923078196,1.740760495123818,1
-3.331804324000865,0.7928074674404895,1
-3.277867719735187,-1.9609500303958916,1
-2.7988926828672356,1.1239828931854239,1
-3.369307706289322,-2.3733101451545604,1
-2.621620594386195,-0.7539685827609378,1
-2.85743291613263,1.0181882089092251,1
-2.898465504974643,1.7346094852889318,1
-2.8264945513527215,1.3336560510561917,1
-2.7484224071296377,-0.14194910845315117,1
-2.7970117713260447,1.0785773405102703,1
-3.381304176073644,1.6082855400189755,1
-3.29657577320117,-0.4336354715944026,1
-2.507084451257156,-2.738380206574913,1
-2.489750618292919,-3.4048486620447815,3
-3.224835934723299,-1.042788975575071,1
-3.243131396996933,0.3384044565181698,1
-2.776394956795705,0.21012670239057388,1
-3.135176785117069,-1.9019217999774052,1
-3.2689634860186936,-0.483605510727448,1
-3.2383749552060386,-0.9434751027518518,1
-3.2027188953182613,-1.044546613984644,1
-3.174616282096737,-1.1914195269435566,1
-3.189871976627983,-1.5026807188400322,1
-3.2412397896973815,-0.2740072670151735,1
-3.142270946107581,-2.472128915067017,1
-3.271145566983727,0.5473441761188429,1
-2.8166446378989534,2.046964079125881,1
-2.952622241571169,-1.1281547689502958,1
-2.56958654093455,0.6260426531845144,1
-2.555750953844585,0.01365469330137335,1
-2.5277366838175097,-0.036248541488511775,1
-3.12488684508355,2.0351694823562263,1
-2.7798763041637,-3.5711485459343093,3
-2.6836372729685682,0.9824218989860373,1
-2.7891022552000537,0.006667421714975436,1
-2.7247032094712362,0.6179804034996188,1
-2.6433856116891654,1.3438132555490994,1
-3.0168863096743848,-0.15425647405631496,1
-2.634096345630612,-1.4677446605351545,1
-3.0388864574403454,-1.6917570335124068,1
-3.3962780886647677,0.9381669333659995,1
-2.6496106446089667,0.15987322530474019,1
-3.2940931162710227,-0.43083116238090413,1
-3.2178186557555097,-2.8267985743341173,1
-2.7003900581339484,-1.0121310038769384,1
-2.5602454055116803,-2.48777107433297,1
-2.792828393651104,0.41453058458204917,1
-2.73604554202033,0.6228837683530287,1
-2.8458676417519446,1.329941787450282,1
-2.404587084995545,-0.43686448139931383,1
-2.7203692715841195,-0.19155029622706107,1
-2.731159182814833,0.3667058613554034,1
-2.768402019832758,0.4646323095651314,1
-1.9279486331381628,-0.7129447593611863,1
-2.946342081026472,0.09567202215356517,1
-2.667546430850684,0.632281727020177,1
-2.68623328365253,0.7796462199971671,1
-2.66475637904551,-0.29394991459017517,1
-3.1518151251050006,-0.8845876203389951,1
-3.0963527479614354,-1.0814769219269265,1
-2.7838199420418963,0.9768789140672188,1
-2.697748257721794,-0.03642203886205796,1
-2.773820844117672,0.36454932882510027,1
-2.7397773445935942,0.9820716156504007,1
-2.8695426303845655,-2.249572842225447,1
-2.9463631168084965,-1.2841935098737058,1
-3.1384446508413637,1.2086701252267231,1
-2.9879349795389665,-0.4086735100819723,1
-2.975890577434479,-0.20557843821258615,1
-3.021633132607339,0.20260432011005555,1
-2.9508552585658974,-0.7657471841821366,1
-3.0505767607315866,0.24947581458494353,1
-2.2724326035641136,0.2348550216400775,1
-2.871775844366853,-2.9171092252686863,1
-3.1759946597991533,-0.3703428236298618,1
-3.1802679662534703,-0.6295227526102164,1
-3.1209616261095667,-1.1366073439098188,1
-3.1091034645521516,-0.8825736306034754,1
-2.617480134766164,0.2731821548835811,1
-0.2873513338871513,0.5061498310540054,2
0.9253516080014753,-6.90001389612535,3
-0.40219812262199384,0.3418643190457354,2
-0.2908328609834029,0.4546030135909804,2
-0.029023272051788805,1.4949144806661496,2
-0.2388046556944719,-2.369137753733819,3
-0.19846629693777618,-2.6100786891224654,3
0.9032180800613762,1.0046873581945481,2
-0.1297673633767858,-0.5582094862352107,3
0.13476612478431696,-0.2899214746574722,2
-0.16013148122056314,1.1786611913432088,2
-0.097357528195141,0.09376470921100347,2
-0.2066544235057577,0.658208522726791,2
-0.08562262531728228,-0.19946173850769594,2
0.06045730877744939,1.0372134732964755,2
-0.1573866755647612,0.9694248409598869,2
0.10643866699718314,0.17537055079808594,2
-0.22428399414416192,1.0175270788328297,2
0.22510920324924916,-1.3701351130401378,3
-0.9073851141542091,0.8247537758122819,1
0.13198303230421476,-0.036568188846813995,2
-0.1494942029951692,0.6646835635533416,2
0.5680965343197565,0.5066071810029041,2
-0.09844405179259627,-0.24801886175588547,2
-0.23428472758357372,0.8655444533727976,2
-0.3166698443880341,1.8280595461969646,2
0.15990556234847858,-0.1854963759857535,2
-0.3590017980617966,1.3661303681617465,2
-0.27591515166641356,-0.7242140532199082,3
0.22813547153227784,-1.4134510092495207,3
-0.32427141463421255,0.7066098788777858,2
-0.23172213252474985,1.3217404430618556,2
-0.20831656191543668,-1.7319683561434527,3
-0.4286477114305971,1.5270927212329723,2
-0.39493580418565766,2.5506040728731776,2
-0.33683034974104237,-0.8750504871422616,3
0.26098204448569307,0.2766130512096931,2
-0.6831494618243665,-1.0076247259521192,3
0.5459934075737425,1.5313416023299842,2
0.5904431875358691,1.2872800864956553,2
-0.05544128966976416,0.566867206779665,2
-0.26345244636839465,0.7682275546332797,2
-0.2352503192136809,-0.41000886542736736,2
-0.2704255800065648,-0.35668610259093636,2
0.09105632749842056,-1.0057621252201945,3
-0.543863191994271,-1.2467031531065103,3
-0.12498949686422733,-2.245308655919284,3
-0.23054166361610393,-0.46096445686529475,3
-0.02948874288292409,-0.1481889983855533,2
-0.636374495924364,0.483079770215645,1
-0.2714527509882146,-0.3162539278475619,2
-0.23801523856882487,-0.5753385189401315,3
-0.4112846260049583,0.7494089363020044,2
-0.22257337593009932,-0.7768670484105148,3
-0.3405305986178629,0.6504019986114354,2
-0.13744602930539548,-1.8273829474202146,3
-0.3731959680892024,0.30275497550033503,2
-0.2056219484942833,-0.36766439365315073,2
-0.3297490017566793,-0.5213699486202585,3
-0.30657372642322184,-0.31796052009777254,2
-0.26366076278882583,-0.5144080578867826,3
-0.1679604920468436,0.19977770877443385,2
-0.27306355175498004,-0.40830438841011646,2
-0.10963444746332762,-0.6601981719860675,3
-0.08830246257622809,0.7234150300072035,2
-0.10656092942544866,0.46487541237401375,2
-0.2914461909837267,-0.11510732966885885,2
-0.10912793526175485,-0.7152531108965816,3
-0.1796881922164731,-0.30733581178662445,2
-0.09916072358513994,-0.8212956693392139,3
-0.06919492330638988,-1.7903652973581088,3
-0.24977340998207243,-0.31845704683186854,2
-0.04649738802227348,-0.8077931037509097,3
-0.2474185466145997,0.1997401556091351,2
0.021312026338138283,0.8250419036678818,2
-0.06414290703869095,-1.1723543384355297,3
0.17135995796797412,-0.24043654054996644,2
-0.9206877509085717,0.5669185858639352,1
-0.9631277508190085,0.362383545412316,1
-0.08398161007319545,-2.401092452016738,3
-0.10763918607152906,0.2040959039611895,2
-0.1280510463764445,-3.3263728514292246,3
1.8536443166503713,-1.7796331481283292,3
-0.8790448379682225,0.6724679252822079,1
-0.356000183009121,1.2155653501663304,2
0.025318578024611436,2.5204753173627656,2
0.007875834491351142,-1.315325262225295,3
-0.3130566420697475,1.306048078295481,2
-0.2300194485769767,0.3069300168647686,2
-0.2958270080957231,0.3513409865604003,2
-1.1230095483447446,0.3020851331317702,1
-1.1005086285509318,-0.05309528014940703,1
-0.2986765550889437,0.4512610742957832,2
-0.24820011071368261,-0.11201514034885138,2
-0.10512723094243216,-1.99287099864838,3
-0.3028472243132471,-0.2182776917915933,2
-0.26088439762641774,0.30526292215690115,2
-0.2915208416245375,-0.004881291892814753,2
-0.3265422966967431,0.6587070472153856,2
-0.3024463456997669,0.8691020734423391,2
-0.12588991675098196,-2.819168846772737,3
-0.4164524859887921,0.9035925474963243,2
-0.27672680562375807,-1.1287014163810603,3
-0.23469634323379943,-1.3877742132867326,3
-0.35023718373777546,-0.1662083338877389,2
-0.2862175206586527,-0.0014779003532021373,2
-0.35780445335856287,-0.269371977902341,2
-0.25419657620212055,-0.5688357479367598,3
-0.30415704805870686,-0.06063899398647875,2
-0.06802025658709934,-1.062954771859996,3
-0.1393090505689791,-2.654534445821269,3
-0.3208201610980046,-0.41823778252682614,3
-0.2723933405073293,-0.8273717885356853,3
-0.2738033728998931,0.7195310689816611,2
0.7536886217483416,2.429017504545634,2
-0.03217304884375908,0.16423522069867807,2
-0.3581247085654816,-0.05316312771313499,2
-1.265095171606931,0.4452151870396405,1
-0.20038038160549604,-0.05801920283402593,2
-0.17024599882666233,0.4061847151846531,2
-0.35258350038656816,1.0683944365340199,2
0.04617088938486454,-0.44932482603161916,2
-0.42503842078192144,1.2085258952642381,2
-0.1952741734406049,0.6073653835244534,2
-0.29162326587891935,-0.6701496613919847,3
1.029330343155991,-0.6955378889291666,2
-0.07304265852471431,0.6690491315404297,2
0.030534684618929907,0.15981432138919194,2
9.746166408418138e-05,-2.2868228852613033,3
-0.8524123970238381,-4.23238652481697,3
-0.02764142397430249,0.20838980879269353,2
-0.21319129373820211,-3.7425558072879057,3
-0.3344656363216253,-0.20608563605554,2
-0.11439085519662935,0.5193291517627897,2
-0.2782313696346876,-0.36768786079839505,2
-0.18197124365361092,0.004550825791559381,2
-0.21323949242010445,-0.25108148574481387,2
0.7021823659412667,-6.301155703723664,3
0.005355945585629319,-0.6540714642990337,3
-1.2905192149326723,0.9065991059415476,1
-0.3612110431086295,1.6752437957774802,2
0.057352210988619694,1.4483995234961922,2
-0.230842310060932,0.7701860826955854,2
-1.2697905712704658,0.19450202725223,1
-0.6491810428080828,0.2768972305628169,1
-0.19394388770190615,-1.4333223615990685,3
0.4166740393975097,-1.0905084255944828,3
-0.09149675066726416,0.4621138127634531,2
-0.35383682411675504,1.2191190767965783,2
0.23946145463785806,-3.196266631920171,3
-0.3961193782321034,1.1105914660718028,2
0.9004888107772193,1.297936263883822,2
0.8751025439394294,0.06492545612339085,2
-0.22781462393806032,2.910571513586925,2
-0.1604999293352475,2.0466693338442727,2
0.021839290170026802,-0.8626090310119701,3
-0.04041024964833757,-0.14514258968753022,2
1.1243731800598449,1.2516519073226537,2
0.1295890985535266,0.37169614899108727,2
-0.3299593051501828,0.34572552701698245,2
-1.0617498549186655,-0.3595997459910171,1
0.26122380485742397,-1.4555004034557535,3
-0.7327642979149959,0.2756473041437495,1
-0.5412466237220243,-1.24658683582473,3
0.09357791946073947,-1.005626243707644,3
1.1829364421234683,1.6787800867005314,2
-0.6352129864979057,0.17497074004309612,1
0.04499063764211558,-1.9899815840209885,3
0.2057230999839869,1.041376189944983,2
-0.12227577695271126,-2.24518504655525,3
-0.22773296739465998,-0.4608604117320305,3
0.40563000441772984,1.4776115990255323,2
-0.24228074398483468,0.659473567185605,2
-0.1547455638523896,-1.7949256583694893,3
-0.2063681772135543,-0.45955959390152373,3
-0.3581094330900465,0.4952548720904476,2
-0.22538906935541278,-0.6115302993383197,3
-0.16874971670984779,-1.328965980597401,3
-0.112643776695781,-0.975930275581106,3
-0.34227010454945783,0.6540252405578708,2
0.14884543398955535,-0.44717787625798083,2
-0.31669514388146563,0.7103719894571602,2
-0.4065534420797357,1.9331296813058678,2
-0.0703735274636919,0.20603855860793727,2
-0.28457502574055715,1.2198935815438052,2
0.03590500826953976,1.189796940520013,2
-0.24555005763969526,-0.11253796437544533,2
0.1474453322930008,-0.6936777625421945,3
0.06668763021673156,1.1882613433827032,2
-0.198947724541434,-1.330105458795785,3
-0.1721260671569309,-0.6601031860666525,3
-0.2433531969599308,0.7661314272022175,2
0.30650289089753013,-2.387504900251863,3
-0.27697091189204903,0.7126790105769153,2
1.1362035581449461,-2.544745575259034,3
-0.16213225149824326,0.5681199948885146,2
0.20921641360028015,-0.6939712768626567,3
0.3611590587440475,-1.5056302668214572,3
-0.17710160454815707,-0.3000867379686467,2
-0.2456691183262932,-0.4138505978614205,2
-0.19105636491142503,-0.8670493412506968,3
-1.0053039404149124,0.7681603468363527,1
-1.3059435737331992,0.3434576936699568,1
-0.21894017882413228,-0.10372406553434996,2
-0.12711345438821678,-0.14989328808407718,2
-0.18106257202110476,0.3541680148730728,2
0.10261304647993602,-4.123127089760326,3
0.17397870156956233,-0.24029336695516212,2
0.9292262585243023,2.1823708119769902,2
0.18615864915918978,0.08014103602296699,2
0.06300887336428437,-0.599287329796165,3
0.538779610987426,-3.290404811772486,3
0.10502449070995894,1.3924220025695224,2
0.005181360077696763,0.21368056604971403,2
-0.8193537106852081,0.31855282947427643,1
0.49935709611318346,-0.21377966248785818,2
-0.37203148780134904,0.04212855289478714,2
0.4971698590665358,0.23783461000966089,2
0.28403981505573334,0.4354162617939859,2
0.28320178107516686,0.17802570154904754,2
0.2983050468731116,-0.07119383433879554,2
-0.11629783115312939,-0.1940155769428099,2
